ct,time,alert_count,user_count1,user_avg_speed1,tempeature(K),humidity,wind speed
17031010100,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031010201,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031010202,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031010300,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031010400,2016-01-11 11:00:00,0,6,15.8850219868,9.0,67,9.2
17031010501,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031010502,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031010503,2016-01-11 11:00:00,0,6,15.8850219868,9.0,67,9.2
17031010600,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031010701,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031010702,2016-01-11 11:00:00,0,5,0.0,9.0,67,9.2
17031020100,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031020200,2016-01-11 11:00:00,0,4,11.653120418,9.0,67,9.2
17031020301,2016-01-11 11:00:00,0,2,10.6429752417,9.0,67,9.2
17031020302,2016-01-11 11:00:00,0,4,11.653120418,9.0,67,9.2
17031020400,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031020500,2016-01-11 11:00:00,0,2,7.8658823690999995,9.0,67,9.2
17031020601,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031020602,2016-01-11 11:00:00,0,5,3.70054000499,9.0,67,9.2
17031020701,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031020702,2016-01-11 11:00:00,0,2,10.6429752417,9.0,67,9.2
17031020801,2016-01-11 11:00:00,0,4,8.859792469730001,9.0,67,9.2
17031020802,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031020901,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031020902,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030101,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030102,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030103,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030104,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030200,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030300,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030400,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030500,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030601,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030603,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030604,2016-01-11 11:00:00,0,1,0.0,9.0,67,9.2
17031030701,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030702,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030703,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030706,2016-01-11 11:00:00,0,1,0.0,9.0,67,9.2
17031030800,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031030900,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031031000,2016-01-11 11:00:00,1,0,0.0,9.0,67,9.2
17031031100,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031031200,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031031300,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031031400,2016-01-11 11:00:00,0,7,2.93342357744,9.0,67,9.2
17031031501,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031031502,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031031700,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031031800,2016-01-11 11:00:00,0,4,5.55456504103,9.0,67,9.2
17031031900,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031032100,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031040100,2016-01-11 11:00:00,0,2,17.160783346,9.0,67,9.2
17031040201,2016-01-11 11:00:00,0,2,0.40892949114200006,9.0,67,9.2
17031040202,2016-01-11 11:00:00,0,2,0.40892949114200006,9.0,67,9.2
17031040300,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031040401,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031040402,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031040600,2016-01-11 11:00:00,0,6,8.148117800860001,9.0,67,9.2
17031040700,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031040800,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031040900,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031050100,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031050200,2016-01-11 11:00:00,0,1,12.522531403399999,9.0,67,9.2
17031050300,2016-01-11 11:00:00,0,1,12.522531403399999,9.0,67,9.2
17031050500,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031050600,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031050700,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031050800,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031050900,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031051000,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031051100,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031051200,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031051300,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031051400,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031060100,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031060200,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031060300,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031060400,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031060500,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031060800,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031060900,2016-01-11 11:00:00,0,3,20.0393733666,9.0,67,9.2
17031061000,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
17031061100,2016-01-11 11:00:00,0,0,0.0,9.0,67,9.2
